"交易序號","發票編號","類別名稱","商品名稱","數量","點單金額","客數","商品單位"
"20220901 02020001","","招待","員工喝 Redbull",1,0,0,"選擇追蹤單位"
"20220901 02020001","","杯子","破杯費(薄威士忌杯)",1,0,0,"選擇追蹤單位"
"20220901 02020001","","招待","招待 jagermeister Shot",3,0,0,""
"20220901 02020001","","杯子","破杯費(大馬丁尼杯)",1,0,0,"選擇追蹤單位"
"20220901 02020001","","招待","員工喝High Ball",4,0,0,"選擇追蹤單位"
"20220901 02020001","","招待","員工喝 Redbull",1,0,0,"選擇追蹤單位"
"20220901 02020001","","招待","員工喝 Redbull",1,0,0,"選擇追蹤單位"
"20220901 02020001","","招待","員工喝High Ball",1,0,0,"選擇追蹤單位"
"20220901 17510002","","Other Classic","JagerBomb",2,700,0,"選擇追蹤單位"
"20220901 17510002","","Other Classic","JagerBomb",1,350,0,"選擇追蹤單位"
"20220901 17510002","","Other Classic","JagerBomb",1,350,0,"選擇追蹤單位"
"20220901 17510002","","Other Classic","JagerBomb",4,1400,0,"選擇追蹤單位"
"20220901 21530003","","Signature Cocktail","西方世界",1,400,0,"選擇追蹤單位"
"20220901 21530003","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220901 20001533","","Signature Cocktail","浮生若夢",1,400,0,"選擇追蹤單位"
"20220901 21530003","","Gin","LONEWOLF CACTUS & LIME",1,400,0,"選擇追蹤單位"
"20220901 21530003","","滷味","秘制滷味拼盤",1,360,0,"選擇追蹤單位"
"20220901 22250004","","Classic Cocktail","Side Car",1,350,0,""
"20220901 22250004","","Signature Cocktail","雲嫣",1,380,0,"選擇追蹤單位"
"20220901 22570005","","炸物","可樂果炸雞",1,320,0,"選擇追蹤單位"
"20220901 22570005","","Signature Cocktail","雲初之上",1,400,0,"選擇追蹤單位"
"20220901 22570005","","醬料","松露酸奶醬",1,30,0,"選擇追蹤單位"
"20220901 22570005","","炸物","太極雙醬薯條",1,220,0,"選擇追蹤單位"
"20220901 23530006","","Other Classic","Boulevardier",1,350,0,""
"20220901 23530006","","Other Classic","Corpse Reviver",1,380,0,"選擇追蹤單位"
"20220901 23530006","","Signature Cocktail","龍柏",1,400,0,"選擇追蹤單位"
"20220901 23530006","","湯物","番茄豚肉湯",1,320,0,"選擇追蹤單位"
"20220901 23530006","","主食","干貝雞汁拌麵",1,260,0,"選擇追蹤單位"
"20220901 23530006","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220901 23530006","","主食","野菇櫻花蝦飯",1,250,0,"選擇追蹤單位"
"20220901 23530006","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220901 23530006","","Classic Cocktail","Side Car",1,350,0,""
"20220902 17550001","","Special及活動","Special Cocktail",1,400,0,"選擇追蹤單位"
"20220902 17550001","","特色餐點","黑白無腸",1,180,0,"選擇追蹤單位"
"20220902 17550001","","Signature Cocktail","山海關",1,420,0,"選擇追蹤單位"
"20220902 17550001","","開胃小點","臥龍三椒鳳爪",1,120,0,"選擇追蹤單位"
"20220902 17550001","","主食","手工高麗菜豬肉水餃",1,200,0,"選擇追蹤單位"
"20220902 17550001","","Signature Cocktail","浪子之琴",1,420,0,"選擇追蹤單位"
"20220902 17550001","","滷味","秘制滷味拼盤",1,360,0,"選擇追蹤單位"
"20220902 17550001","","Signature Cocktail","東方美人",1,420,0,"選擇追蹤單位"
"20220902 17550001","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220902 17550001","","主食","手工高麗菜豬肉水餃",1,200,0,"選擇追蹤單位"
"20220902 17550001","","炸物","太極雙醬薯條",1,220,0,"選擇追蹤單位"
"20220902 17550001","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17550001","","主食","野菇櫻花蝦飯",1,250,0,"選擇追蹤單位"
"20220902 17550001","","開胃小點","經典台式泡菜",1,80,0,"選擇追蹤單位"
"20220902 17550001","","Signature Cocktail","雲嫣",1,380,0,"選擇追蹤單位"
"20220902 17550001","","下酒菜","松阪豬炒水蓮",1,220,0,"選擇追蹤單位"
"20220902 17550001","","特色餐點","蒜酥黃金魚皮",1,220,0,"選擇追蹤單位"
"20220902 17550001","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17550002","","開胃小點","經典台式泡菜",1,80,0,"選擇追蹤單位"
"20220902 17550002","","Special及活動","Special Mocktail",1,250,0,"選擇追蹤單位"
"20220902 17550002","","主食","手工高麗菜豬肉水餃",1,200,0,"選擇追蹤單位"
"20220902 17550002","","炸物","轟炸雞軟骨",1,240,0,"選擇追蹤單位"
"20220902 17550002","","Gin","HENDRICK'S",2,900,0,"選擇追蹤單位"
"20220902 17550002","","特色餐點","特製皮蛋豆腐",1,120,0,"選擇追蹤單位"
"20220902 17550002","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17550002","","特色餐點","黑白無腸",1,180,0,"選擇追蹤單位"
"20220902 17550002","","主食","香辣干燒蝦拌麵",1,260,0,"選擇追蹤單位"
"20220902 17550002","","Other Classic","Highball",1,280,0,""
"20220902 17550002","","開胃小點","酸辣土豆絲",1,80,0,"選擇追蹤單位"
"20220902 17550002","","炸物","太極雙醬薯條",1,220,0,"選擇追蹤單位"
"20220902 17550002","","滷味","秘制滷味拼盤",1,360,0,"選擇追蹤單位"
"20220902 17550003","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17550003","","Special及活動","Special Cocktail",1,380,0,"選擇追蹤單位"
"20220902 17550003","","炸物","吉祥炸物拼盤",1,450,0,"選擇追蹤單位"
"20220902 17550003","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220902 17550003","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220902 17550003","","甜點","冰心綠豆糕",1,120,0,"選擇追蹤單位"
"20220902 17550003","","Shot","6 Cocktail Shots",1,900,0,"選擇追蹤單位"
"20220902 17550003","","Special及活動","Special Cocktail",1,380,0,"選擇追蹤單位"
"20220902 17550003","","炸物","可樂果炸雞",1,320,0,"選擇追蹤單位"
"20220902 17550003","","滷味","秘制滷味拼盤",1,360,0,"選擇追蹤單位"
"20220902 17550004","","湯物","酒蒸蛤蠣",1,320,0,"選擇追蹤單位"
"20220902 17550004","","特色餐點","特製皮蛋豆腐",1,120,0,"選擇追蹤單位"
"20220902 17550004","","下酒菜","松阪豬炒水蓮",1,220,0,"選擇追蹤單位"
"20220902 17550004","","開胃小點","經典台式泡菜",1,80,0,"選擇追蹤單位"
"20220902 17550004","","滷味","秘制滷味拼盤",1,360,0,"選擇追蹤單位"
"20220902 17550004","","Signature Cocktail","哈庫那瑪塔塔",1,420,0,"選擇追蹤單位"
"20220902 17550004","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17550004","","主食","手工高麗菜豬肉水餃",1,200,0,"選擇追蹤單位"
"20220902 17550004","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17550004","","Signature Cocktail","雲初之上",1,400,0,"選擇追蹤單位"
"20220902 17550004","","特色餐點","蒜酥黃金魚皮",1,220,0,"選擇追蹤單位"
"20220902 17550004","","Signature Cocktail","雲初之上",1,400,0,"選擇追蹤單位"
"20220902 17550004","","Signature Cocktail","The MACALLAN Signature",1,450,0,"選擇追蹤單位"
"20220902 17550004","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220902 17550004","","Single Malt","THE DALMORE 12yo",2,700,0,"選擇追蹤單位"
"20220902 17550004","","炸物","吉祥炸物拼盤",1,450,0,"選擇追蹤單位"
"20220902 17550004","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17550005","","招待","公關招待薯條",1,0,0,"選擇追蹤單位"
"20220902 17550005","","Classic Cocktail","Mojito",1,350,0,""
"20220902 17550005","","Signature Cocktail","龍柏",1,400,0,"選擇追蹤單位"
"20220902 17550005","","特色餐點","特製皮蛋豆腐",1,120,0,"選擇追蹤單位"
"20220902 17550005","","Special及活動","Special Cocktail",1,400,0,"選擇追蹤單位"
"20220902 17550005","","滷味","秘制滷味拼盤",1,360,0,"選擇追蹤單位"
"20220902 17550005","","Special及活動","Special Cocktail",1,420,0,"選擇追蹤單位"
"20220902 17550005","","Special及活動","Special Cocktail",1,380,0,"選擇追蹤單位"
"20220902 17550005","","Special及活動","Special Cocktail",1,380,0,"選擇追蹤單位"
"20220902 17550005","","甜點","冰心綠豆糕",1,120,0,"選擇追蹤單位"
"20220902 17550005","","Special及活動","Special Cocktail",1,420,0,"選擇追蹤單位"
"20220902 17550005","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17550005","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220902 17550005","","特色餐點","蒜酥黃金魚皮",1,220,0,"選擇追蹤單位"
"20220902 17550005","","Special及活動","Special Cocktail",1,420,0,"選擇追蹤單位"
"20220902 17550005","","滷味","自制滷豆干",1,100,0,"選擇追蹤單位"
"20220902 17550005","","Signature Cocktail","西方世界",1,400,0,"選擇追蹤單位"
"20220902 17550005","","Special及活動","Special Cocktail",1,420,0,"選擇追蹤單位"
"20220902 17550005","","Special及活動","Special Cocktail",1,380,0,"選擇追蹤單位"
"20220902 17550006","","下酒菜","麻辣鍋巴魚",1,300,0,"選擇追蹤單位"
"20220902 17550006","","Classic Cocktail","Side Car",1,350,0,""
"20220902 17550006","","Signature Cocktail","綠洲",1,400,0,"選擇追蹤單位"
"20220902 17560007","","炸物","轟炸雞軟骨",1,240,0,"選擇追蹤單位"
"20220902 17560007","","主食","干貝雞汁拌麵",1,260,0,"選擇追蹤單位"
"20220902 17560007","","Signature Cocktail","龍柏",1,400,0,"選擇追蹤單位"
"20220902 17560007","","Signature Cocktail","山海關",1,420,0,"選擇追蹤單位"
"20220902 17560007","","Special及活動","Special Cocktail",1,400,0,"選擇追蹤單位"
"20220902 17560007","","下酒菜","松阪豬炒水蓮",1,220,0,"選擇追蹤單位"
"20220902 17560007","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17560007","","Special及活動","Special Cocktail",1,420,0,"選擇追蹤單位"
"20220902 17560007","","Signature Cocktail","西方世界",1,400,0,"選擇追蹤單位"
"20220902 17560007","","Gin","NORDÉS",1,450,0,"選擇追蹤單位"
"20220902 17560008","","Classic Cocktail","Negroni",1,380,0,""
"20220902 17560008","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17560008","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220902 17560008","","Signature Cocktail","雲嫣",1,380,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17560009","","Beer","PERONI draft beer",6,1500,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","尋根",2,800,0,"選擇追蹤單位"
"20220902 17560009","","主食","手工高麗菜豬肉水餃",1,200,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","東方美人",1,420,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","The Macallan Highball",1,350,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","山海關",1,420,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17560009","","炸物","祥鳳雞翅",1,280,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","龍柏",1,400,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","東方美人",1,420,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","浮生若夢",1,400,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","龍柏",1,400,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17560009","","過往活動及已下架產品","初夏 (PERONI仲夏限定特調)",1,400,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 17560009","","Beer","1664 白啤酒",3,600,0,"選擇追蹤單位"
"20220902 17560009","","Signature Cocktail","哈庫那瑪塔塔",1,420,0,"選擇追蹤單位"
"20220902 18020010","","招待","招待Whisky Shot",3,0,0,"選擇追蹤單位"
"20220902 18020010","","招待","員工喝 Redbull",1,0,0,"選擇追蹤單位"
"20220902 18020010","","招待","員工喝High Ball",1,0,0,"選擇追蹤單位"
"20220902 18020010","","招待","招待Whisky Shot",16,0,0,"選擇追蹤單位"
"20220902 18020010","","招待","員工喝 Redbull",1,0,0,"選擇追蹤單位"
"20220902 18020010","","招待","招待Tequila Shot",3,0,0,"選擇追蹤單位"
"20220902 18020010","","招待","員工喝High Ball",1,0,0,"選擇追蹤單位"
"20220902 18020010","","招待","員工喝 Redbull",1,0,0,"選擇追蹤單位"
"20220902 18020010","","招待","招待Whisky Shot",9,0,0,"選擇追蹤單位"
"20220902 18020010","","招待","招待Whisky Shot",9,0,0,"選擇追蹤單位"
"20220902 18020010","","招待","招待Whisky Shot",16,0,0,"選擇追蹤單位"
"20220902 18020010","","招待","招待Whisky Shot",6,0,0,"選擇追蹤單位"
"20220902 18020010","","招待","招待Whisky Shot",5,0,0,"選擇追蹤單位"
"20220902 18160011","","Shot","House Shot",4,400,0,"選擇追蹤單位"
"20220902 18160011","","Special及活動","Special Mocktail",3,780,0,"選擇追蹤單位"
"20220902 18160011","","Special及活動","Special Cocktail",1,420,0,"選擇追蹤單位"
"20220902 18160011","","炸物","吉祥炸物拼盤",1,450,0,"選擇追蹤單位"
"20220902 18160011","","Special及活動","Special Mocktail",1,260,0,"選擇追蹤單位"
"20220902 18160011","","Special及活動","Special Mocktail",1,260,0,"選擇追蹤單位"
"20220902 18160011","","Signature Cocktail","山海關",1,420,0,"選擇追蹤單位"
"20220902 20450012","","香菸","七星雙味晶球5毫克",1,125,0,"選擇追蹤單位"
"20220902 21450013","","特色餐點","烏金堅果乾酪燒",1,240,0,"選擇追蹤單位"
"20220902 21450013","","炸物","太極雙醬薯條",1,220,0,"選擇追蹤單位"
"20220902 21450013","","滷味","秘制滷味拼盤",1,360,0,"選擇追蹤單位"
"20220902 21450013","","Signature Cocktail","綠洲",1,400,0,"選擇追蹤單位"
"20220902 21450013","","下酒菜","孜然霸王骨",1,240,0,"選擇追蹤單位"
"20220902 21450013","","Signature Cocktail","雲嫣",1,380,0,"選擇追蹤單位"
"20220902 21450013","","開胃小點","臥龍三椒鳳爪",1,120,0,"選擇追蹤單位"
"20220902 21450013","","滷味","自制滷豆干",1,0,0,"選擇追蹤單位"
"20220902 21450013","","過往活動及已下架產品","盛夏 (PERONI仲夏限定特調)",1,400,0,"選擇追蹤單位"
"20220902 21450013","","開胃小點","酸辣土豆絲",1,80,0,"選擇追蹤單位"
"20220902 21450013","","滷味","香滷牛三寶拼盤",1,380,0,"選擇追蹤單位"
"20220902 21450013","","Single Malt","FETTERCAIRN 12yo",1,300,0,"選擇追蹤單位"
"20220902 21450013","","炸物","轟炸雞軟骨",1,240,0,"選擇追蹤單位"
"20220902 21450013","","Ocard兌換券","黃金會員餐食兌換券",1,0,0,"選擇追蹤單位"
"20220902 21450013","","過往活動及已下架產品","盛夏 (PERONI仲夏限定特調)",1,400,0,"選擇追蹤單位"
"20220902 21450013","","Signature Cocktail","哈庫那瑪塔塔",1,420,0,"選擇追蹤單位"
"20220902 21450013","","Signature Cocktail","龍柏",1,400,0,"選擇追蹤單位"
"20220902 21450013","","Signature Cocktail","雲初之上",1,400,0,"選擇追蹤單位"
"20220902 21520014","","Classic Cocktail","Old Fashion",1,350,0,""
"20220902 21520014","","Soft Drink","Oolong Milk Tea I/H",1,220,0,"選擇追蹤單位"
"20220902 21520014","","Signature Cocktail","雲初之上",1,400,0,"選擇追蹤單位"
"20220902 21520014","","醬料","蒜蓉朝天辣椒醬",1,0,0,"選擇追蹤單位"
"20220902 21520014","","甜點","冰心綠豆糕",1,120,0,"選擇追蹤單位"
"20220902 21520014","","Signature Cocktail","哈庫那瑪塔塔",1,420,0,"選擇追蹤單位"
"20220902 21520014","","開胃小點","臥龍三椒鳳爪",1,120,0,"選擇追蹤單位"
"20220902 21520014","","炸物","祥鳳雞翅",1,280,0,"選擇追蹤單位"
"20220902 21520014","","Ocard金鑽會員點數兌換","金鑽兌換-手工高麗菜豬肉水餃 20點",1,0,0,"選擇追蹤單位"
"20220902 21520014","","Other Classic","JagerBomb",1,350,0,"選擇追蹤單位"
"20220902 21520014","","Special及活動","Special Cocktail",1,320,0,"選擇追蹤單位"
"20220902 21520014","","主食","手工高麗菜豬肉水餃",1,0,0,"選擇追蹤單位"
"20220902 21520014","","Signature Cocktail","東方美人",1,420,0,"選擇追蹤單位"
"20220902 21520014","","Single Malt","The MACALLAN SHERRY OAK CASK 18yo",1,1200,0,"選擇追蹤單位"
"20220902 21520014","","Special及活動","主廚限定餐點",1,280,0,"選擇追蹤單位"
"20220902 21530015","","Signature Cocktail","雲嫣",1,380,0,"選擇追蹤單位"
"20220902 21530015","","Signature Cocktail","浪子之琴",1,420,0,"選擇追蹤單位"
"20220902 22000017","","Classic Cocktail","Old Fashion",1,350,0,""
"20220902 22000017","","Signature Cocktail","山海關",1,420,0,"選擇追蹤單位"
"20220902 22000017","","主食","香辣干燒蝦拌麵",1,260,0,"選擇追蹤單位"
"20220902 22000017","","Signature Cocktail","哈庫那瑪塔塔",1,420,0,"選擇追蹤單位"
"20220902 22000017","","開胃小點","酸辣土豆絲",1,80,0,"選擇追蹤單位"
"20220902 22000017","","Signature Cocktail","山海關",1,420,0,"選擇追蹤單位"
"20220902 22000017","","Other Classic","Long Island Iced Tea",1,380,0,""
"20220902 22000017","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220902 22000017","","主食","手工高麗菜豬肉水餃",1,200,0,"選擇追蹤單位"
"20220902 22460018","","炸物","太極雙醬薯條",1,220,0,"選擇追蹤單位"
"20220902 22460018","","Classic Cocktail","Old Fashion",1,350,0,""
"20220902 22460018","","主食","手工高麗菜豬肉水餃",1,200,0,"選擇追蹤單位"
"20220902 22460018","","特色餐點","特製皮蛋豆腐",1,120,0,"選擇追蹤單位"
"20220902 22460018","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 22460018","","醬料","滷味腐乳辣醬",1,0,0,""
"20220902 22460018","","Signature Cocktail","哈庫那瑪塔塔",1,420,0,"選擇追蹤單位"
"20220902 23420020","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220902 23420020","","炸物","太極雙醬薯條",1,220,0,"選擇追蹤單位"
"20220902 23420020","","Signature Cocktail","雲初之上",1,400,0,"選擇追蹤單位"
"20220902 23420020","","Signature Cocktail","東方美人",1,420,0,"選擇追蹤單位"
"20220902 23420020","","Gin","ROKU",1,380,0,"選擇追蹤單位"
"20220902 23420020","","炸物","轟炸雞軟骨",1,240,0,"選擇追蹤單位"
"20220902 23420020","","開胃小點","酸辣土豆絲",1,80,0,"選擇追蹤單位"
"20220902 23420020","","下酒菜","油潑香辣腱子肉",1,240,0,"選擇追蹤單位"
"20220902 23420020","","下酒菜","松阪豬炒水蓮",1,220,0,"選擇追蹤單位"
"20220902 23420020","","炸物","太極雙醬薯條",1,220,0,"選擇追蹤單位"
"20220902 23420020","","過往活動及已下架產品","初夏 (PERONI仲夏限定特調)",1,400,0,"選擇追蹤單位"
"20220903 00130021","","主食","手工高麗菜豬肉水餃",1,200,0,"選擇追蹤單位"
"20220903 00130021","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220903 00130021","","Special及活動","Special Cocktail",2,840,0,"選擇追蹤單位"
"20220903 00130021","","Special及活動","Special Cocktail",1,380,0,"選擇追蹤單位"
"20220903 00130021","","開胃小點","酸辣土豆絲",1,80,0,"選擇追蹤單位"
"20220903 00130021","","下酒菜","油潑香辣腱子肉",1,240,0,"選擇追蹤單位"
"20220903 00130021","","滷味","自制滷豆干",1,100,0,"選擇追蹤單位"
"20220903 00130021","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220903 00130021","","Special及活動","Special Cocktail",1,420,0,"選擇追蹤單位"
"20220903 00130021","","炸物","太極雙醬薯條",1,220,0,"選擇追蹤單位"
"20220903 00230022","","Soft Drink","Earl Grey Milk Tea I/H",1,220,0,"選擇追蹤單位"
"20220903 00230022","","Classic Cocktail","Gin  Tonic",1,320,0,"選擇追蹤單位"
"20220903 00370023","","Soft Drink","Coke",1,100,0,"選擇追蹤單位"
"20220903 00370023","","主食","手工高麗菜豬肉水餃",1,200,0,"選擇追蹤單位"
"20220903 00370023","","Other Classic","Long Island Iced Tea",1,380,0,""
"20220903 00370023","","Other Classic","Vieux Carre",1,380,0,""
"20220903 00370023","","Classic Cocktail","Old Fashion",1,350,0,""
"20220903 00370023","","Classic Cocktail","Side Car",1,350,0,""
"20220903 00370023","","炸物","吉祥炸物拼盤",1,450,0,"選擇追蹤單位"
"20220903 17390001","","杯子","破杯費(小馬丁尼杯)",1,0,0,"選擇追蹤單位"
"20220903 17390001","","招待","員工喝 Redbull",1,0,0,"選擇追蹤單位"
"20220903 17390001","","招待","員工喝Gin&Tonic",1,0,0,"選擇追蹤單位"
"20220903 17390001","","招待","招待Whisky Shot",4,0,0,"選擇追蹤單位"
"20220903 17390001","","招待","員工喝 Redbull",1,0,0,"選擇追蹤單位"
"20220903 17390001","","招待","招待Whisky Shot",6,0,0,"選擇追蹤單位"
"20220903 17390001","","招待","招待Whisky Shot",7,0,0,"選擇追蹤單位"
"20220903 17390001","","招待","員工喝 Redbull",1,0,0,"選擇追蹤單位"
"20220903 17390001","","招待","員工喝Gin&Tonic",1,0,0,"選擇追蹤單位"
"20220903 17390002","","Classic Cocktail","Gin  Tonic",1,320,0,"選擇追蹤單位"
"20220903 17390002","","Signature Cocktail","雲初之上",1,400,0,"選擇追蹤單位"
"20220903 17390003","","Signature Cocktail","The MACALLAN Signature",1,450,0,"選擇追蹤單位"
"20220903 17390003","","Classic Cocktail","Mojito",1,350,0,""
"20220903 17390003","","Special及活動","Special Cocktail",1,450,0,"選擇追蹤單位"
"20220903 17390004","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220903 17390004","","Classic Cocktail","Gin  Tonic",1,320,0,"選擇追蹤單位"
"20220903 17390005","","House Wine","Rockbare McLaren Vale Grenache Red Wine",1,250,0,"選擇追蹤單位"
"20220903 17390005","","炸物","太極雙醬薯條",1,220,0,"選擇追蹤單位"
"20220903 17390005","","Signature Cocktail","雲初之上",1,400,0,"選擇追蹤單位"
"20220903 17390005","","Single Malt","The MACALLAN DOUBLE CASK 15yo",1,500,0,"選擇追蹤單位"
"20220903 17390005","","Signature Cocktail","西方世界",1,400,0,"選擇追蹤單位"
"20220903 18390006","","特色餐點","黑白無腸",1,180,0,"選擇追蹤單位"
"20220903 18390006","","Signature Cocktail","白霜",1,380,0,"選擇追蹤單位"
"20220903 18390006","","Signature Cocktail","東方美人",1,420,0,"選擇追蹤單位"
"20220903 18390006","","主食","香辣干燒蝦拌麵",1,260,0,"選擇追蹤單位"
"20220903 18390006","","Special及活動","主廚限定餐點",1,280,0,"選擇追蹤單位"
"20220903 18390006","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220903 18390006","","Special及活動","Special Mocktail",1,220,0,"選擇追蹤單位"
"20220903 18390006","","滷味","秘制滷味拼盤",1,360,0,"選擇追蹤單位"
"20220903 18390006","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220903 19290007","","Shot","6 Cocktail Shots",1,900,0,"選擇追蹤單位"
"20220903 19290007","","滷味","自制滷豆干",1,100,0,"選擇追蹤單位"
"20220903 19290007","","Special及活動","Special Mocktail",1,280,0,"選擇追蹤單位"
"20220903 19290007","","Signature Cocktail","白霜",1,380,0,"選擇追蹤單位"
"20220903 19290007","","Special及活動","Special Mocktail",1,280,0,"選擇追蹤單位"
"20220903 19290007","","Signature Cocktail","浪子之琴",1,420,0,"選擇追蹤單位"
"20220903 19290007","","湯物","酒蒸蛤蠣",1,320,0,"選擇追蹤單位"
"20220903 19290007","","招待","招待Whisky Shot",6,0,0,"選擇追蹤單位"
"20220903 19290007","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220903 19290007","","Signature Cocktail","東方美人",1,420,0,"選擇追蹤單位"
"20220903 19290007","","Signature Cocktail","浮生若夢",1,400,0,"選擇追蹤單位"
"20220903 19290007","","Signature Cocktail","哈庫那瑪塔塔",1,420,0,"選擇追蹤單位"
"20220903 19290007","","下酒菜","油潑香辣腱子肉",1,240,0,"選擇追蹤單位"
"20220903 19290007","","Signature Cocktail","龍柏",1,400,0,"選擇追蹤單位"
"20220903 19290007","","特色餐點","黑白無腸",1,180,0,"選擇追蹤單位"
"20220903 19290007","","特色餐點","烏金堅果乾酪燒",1,240,0,"選擇追蹤單位"
"20220903 20130008","","Classic Cocktail","Old Fashion",1,350,0,""
"20220903 20130008","","Soft Drink","Honey Lemon Water",1,150,0,"選擇追蹤單位"
"20220903 20130008","","Signature Cocktail","雲嫣",1,380,0,"選擇追蹤單位"
"20220903 20130008","","Special及活動","Special Cocktail",1,420,0,"選擇追蹤單位"
"20220903 20130008","","炸物","吉祥炸物拼盤",1,450,0,"選擇追蹤單位"
"20220903 20130008","","Classic Cocktail","God Father",1,350,0,""
"20220903 20130008","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220903 20130008","","Shot","House Shot",3,300,0,"選擇追蹤單位"
"20220903 20130008","","Soft Drink","Earl Grey Milk Tea I/H",1,220,0,"選擇追蹤單位"
"20220903 20130008","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220903 21000009","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220903 21000009","","Ocard兌換券","黃金會員餐食兌換券",1,0,0,"選擇追蹤單位"
"20220903 21000009","","招待","招待Tequila Shot",1,0,0,"選擇追蹤單位"
"20220903 21000009","","Ocard兌換券","O-壽星特調",1,0,0,"選擇追蹤單位"
"20220903 21000009","","滷味","香滷牛三寶拼盤",1,380,0,"選擇追蹤單位"
"20220903 21000009","","滷味","自制滷豆干",1,0,0,"選擇追蹤單位"
"20220903 21000009","","Ocard兌換券","黃金會員入會禮兌換券",1,0,0,"選擇追蹤單位"
"20220903 21000009","","Ocard兌換券","O-迎賓小點",1,0,0,"選擇追蹤單位"
"20220903 21000009","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220903 21000009","","Ocard兌換券","會員生日禮",1,0,0,"選擇追蹤單位"
"20220903 21000009","","醬料","蒜蓉朝天辣椒醬",1,0,0,"選擇追蹤單位"
"20220903 21000009","","Ocard兌換券","黃金會員二樓限定酒水兌換券",1,0,0,"選擇追蹤單位"
"20220903 21000009","","下酒菜","松阪豬炒水蓮",1,220,0,"選擇追蹤單位"
"20220903 21210010","","Signature Cocktail","白霜",1,380,0,"選擇追蹤單位"
"20220903 21210010","","Classic Cocktail","Gin  Tonic",1,320,0,"選擇追蹤單位"
"20220903 21210010","","Signature Cocktail","雲初之上",1,400,0,"選擇追蹤單位"
"20220903 21210010","","Classic Cocktail","Singapore Sling",1,380,0,"選擇追蹤單位"
